timestamp,open,high,low,close,volume
2023-03-12 06:00:00,20632.41000000,22220.00000000,20632.41000000,21501.88000000,46.58173000
2023-03-12 07:00:00,21494.92000000,22098.00000000,21477.69000000,21654.42000000,28.85706000
2023-03-12 08:00:00,21643.87000000,21847.39000000,21446.27000000,21555.59000000,20.49282000
2023-03-12 09:00:00,21541.21000000,21569.07000000,21454.16000000,21456.01000000,18.81299000
2023-03-12 10:00:00,21472.00000000,21522.20000000,21426.00000000,21500.00000000,226.02844000
2023-03-12 11:00:00,21500.00000000,21509.44000000,21347.77000000,21452.21000000,436.68173000
2023-03-12 12:00:00,21450.01000000,21531.07000000,21375.00000000,21459.20000000,157.15638000
2023-03-12 13:00:00,21444.96000000,21509.01000000,21360.00000000,21371.09000000,388.09732000
2023-03-12 14:00:00,21371.09000000,21803.33000000,21342.17000000,21440.00000000,181.16909000
2023-03-12 15:00:00,21440.00000000,21520.00000000,21358.50000000,21500.00000000,265.58793000
2023-03-12 16:00:00,21470.60000000,21550.01000000,21450.00000000,21550.00000000,694.68184000
2023-03-12 17:00:00,21550.00000000,21955.00000000,21430.90000000,21899.00000000,608.68802000
2023-03-12 18:00:00,21830.11000000,22221.93000000,21701.94000000,22090.12000000,588.88164000
2023-03-12 19:00:00,22108.81000000,22266.89000000,21800.00000000,21800.00000000,341.53880000
2023-03-12 20:00:00,21815.13000000,22287.08000000,21800.00000000,22287.08000000,162.90274000
2023-03-12 21:00:00,22181.55000000,22222.00000000,21925.72000000,22150.00000000,6.54511000
2023-03-12 22:00:00,22131.42000000,22525.78000000,21985.85000000,22086.73000000,43.21329000
2023-03-12 23:00:00,22086.91000000,50000.00000000,22000.00000000,22333.49000000,87.16714000
2023-03-13 00:00:00,22333.49000000,22839.54000000,22155.00000000,22739.07000000,19.59815000
2023-03-13 01:00:00,22755.81000000,22755.81000000,22542.99000000,22558.00000000,21.57407000
2023-03-13 02:00:00,22574.39000000,22664.44000000,22324.33000000,22409.49000000,37.25633000
2023-03-13 03:00:00,22412.73000000,22537.30000000,22328.31000000,22471.10000000,307.05628000
2023-03-13 04:00:00,22471.16000000,22672.85000000,22467.60000000,22569.12000000,20.29069000
2023-03-13 05:00:00,22597.28000000,22886.59000000,22440.99000000,22692.80000000,37.46603000
2023-03-13 06:00:00,22692.04000000,22771.00000000,22545.64000000,22645.75000000,22.71013000
2023-03-13 07:00:00,22654.66000000,22795.06000000,22593.64000000,22757.81000000,58.30065000
2023-03-13 08:00:00,22753.55000000,22816.45000000,22452.98000000,22477.00000000,33.30295000
2023-03-13 09:00:00,22456.62000000,22542.68000000,21801.00000000,22257.38000000,53.59503000
2023-03-13 10:00:00,22257.70000000,22482.37000000,22113.74000000,22440.90000000,38.67479000
2023-03-13 11:00:00,22426.01000000,22500.63000000,22300.00000000,22403.83000000,12.62532000
2023-03-13 12:00:00,22398.73000000,22460.36000000,22214.50000000,22352.81000000,36.88201000
2023-03-13 13:00:00,22352.81000000,22742.13000000,22352.81000000,22608.74000000,159.16677000
2023-03-13 14:00:00,22608.74000000,23703.65000000,22545.53000000,23657.44000000,107.74042000
2023-03-13 15:00:00,23670.07000000,24714.04000000,23666.67000000,24113.13000000,194.91317000
2023-03-13 16:00:00,24154.75000000,24351.78000000,23922.44000000,24104.86000000,148.07682000
2023-03-13 17:00:00,24102.20000000,24284.88000000,23956.44000000,24212.30000000,124.52561000
2023-03-13 18:00:00,24220.19000000,24370.49000000,24102.04000000,24365.00000000,68.02809000
2023-03-13 19:00:00,24349.05000000,24525.81000000,24210.72000000,24374.11000000,15.23696000
2023-03-13 20:00:00,24367.44000000,24415.25000000,23515.02000000,24207.39000000,62.80369000
2023-03-13 21:00:00,24271.16000000,24338.42000000,24145.37000000,24219.44000000,34.66311000
2023-03-13 22:00:00,24200.77000000,24363.42000000,24200.77000000,24317.36000000,63.09559000
2023-03-13 23:00:00,24317.36000000,24317.36000000,24042.29000000,24241.32000000,22.84692000
2023-03-14 00:00:00,24242.34000000,24357.85000000,24104.27000000,24269.09000000,6.30049000
2023-03-14 01:00:00,24298.35000000,24555.37000000,24242.93000000,24530.16000000,34.74821000
2023-03-14 02:00:00,24518.50000000,24613.89000000,24383.13000000,24407.63000000,38.36126000
2023-03-14 03:00:00,24408.17000000,24540.01000000,24373.01000000,24511.55000000,45.24950000
2023-03-14 04:00:00,24513.12000000,24556.59000000,24445.16000000,24532.08000000,12.10004000
2023-03-14 05:00:00,24560.45000000,25001.10000000,24335.17000000,24461.91000000,126.16967000
2023-03-14 06:00:00,24470.05000000,24574.80000000,24399.00000000,24482.03000000,38.71340000
2023-03-14 07:00:00,24478.37000000,24553.39000000,24314.17000000,24409.03000000,59.94986000
2023-03-14 08:00:00,24418.78000000,24430.50000000,24286.23000000,24375.31000000,56.00253000
2023-03-14 09:00:00,24392.67000000,24422.78000000,24277.29000000,24422.78000000,16.30303000
2023-03-14 10:00:00,24422.78000000,24741.09000000,24377.20000000,24731.86000000,268.75745000
2023-03-14 11:00:00,24706.09000000,24952.46000000,24603.17000000,24871.36000000,23.46829000
2023-03-14 12:00:00,24865.36000000,26241.51000000,24670.14000000,26000.00000000,151.70780000
2023-03-14 13:00:00,26000.00000000,26517.33000000,25727.91000000,25924.77000000,117.07907000
2023-03-14 14:00:00,25916.35000000,26210.00000000,25749.92000000,25964.06000000,39.07975000
2023-03-14 15:00:00,25957.98000000,26084.95000000,25910.18000000,26028.14000000,42.89094000
2023-03-14 16:00:00,26033.22000000,26171.89000000,25803.72000000,25983.95000000,83.65413000
2023-03-14 17:00:00,25983.95000000,25998.39000000,25594.45000000,25740.45000000,78.67183000
2023-03-14 18:00:00,25736.03000000,25741.39000000,24950.65000000,25068.90000000,134.26259000
2023-03-14 19:00:00,25089.56000000,25222.33000000,24370.16000000,25163.81000000,212.99681000
2023-03-14 20:00:00,25154.98000000,25274.32000000,24583.74000000,24674.70000000,134.15726000
2023-03-14 21:00:00,24674.70000000,24729.47000000,24124.55000000,24647.93000000,52.30157000
2023-03-14 22:00:00,24632.13000000,24933.02000000,24500.00000000,24806.34000000,38.69056000
2023-03-14 23:00:00,24806.33000000,24889.81000000,24705.34000000,24786.18000000,13.19630000
2023-03-15 00:00:00,24768.90000000,24822.99000000,24403.60000000,24822.99000000,16.09859000
2023-03-15 01:00:00,24804.23000000,25157.42000000,24767.40000000,25000.01000000,10.32587000
2023-03-15 02:00:00,25000.00000000,25094.60000000,24919.40000000,24948.03000000,29.20639000
2023-03-15 03:00:00,24953.04000000,25118.06000000,24775.34000000,24856.56000000,59.60309000
2023-03-15 04:00:00,24856.57000000,24954.89000000,24802.13000000,24950.13000000,143.78741000
2023-03-15 05:00:00,24952.06000000,25024.48000000,24829.34000000,24860.48000000,57.47896000
2023-03-15 06:00:00,24862.51000000,24996.01000000,24735.67000000,24918.42000000,50.76844000
2023-03-15 07:00:00,24919.50000000,25063.42000000,24858.84000000,25015.52000000,20.09241000
2023-03-15 08:00:00,25017.50000000,25064.44000000,24883.46000000,24895.20000000,60.10630000
2023-03-15 09:00:00,24895.64000000,24927.01000000,24603.21000000,24666.88000000,37.55625000
2023-03-15 10:00:00,24646.22000000,24767.43000000,24532.04000000,24667.71000000,21.06543000
2023-03-15 11:00:00,24651.73000000,24931.45000000,24393.76000000,24879.56000000,29.52242000
2023-03-15 12:00:00,24862.33000000,25298.33000000,24567.10000000,24945.77000000,56.84501000
2023-03-15 13:00:00,24951.70000000,25264.34000000,24854.69000000,24926.21000000,75.68349000
2023-03-15 14:00:00,24918.35000000,25035.77000000,24518.06000000,24785.73000000,30.46239000
2023-03-15 15:00:00,24817.20000000,24902.33000000,24448.46000000,24547.35000000,26.78206000
2023-03-15 16:00:00,24563.44000000,24635.10000000,24128.01000000,24162.28000000,77.55217000
2023-03-15 17:00:00,24150.00000000,24436.87000000,23950.00000000,24334.96000000,29.11824000
2023-03-15 18:00:00,24340.91000000,24570.33000000,24203.37000000,24481.57000000,25.47596000
2023-03-15 19:00:00,24476.90000000,24537.46000000,24240.98000000,24432.74000000,25.74073000
2023-03-15 20:00:00,24423.40000000,24514.45000000,24310.95000000,24409.94000000,19.76686000
2023-03-15 21:00:00,24409.92000000,24550.31000000,24379.14000000,24525.62000000,12.75041000
2023-03-15 22:00:00,24525.62000000,24729.27000000,24398.73000000,24492.59000000,7.11720000
2023-03-15 23:00:00,24459.34000000,24533.93000000,24324.29000000,24374.81000000,30.41983000
2023-03-16 00:00:00,24374.81000000,24468.75000000,24239.00000000,24294.29000000,33.62187000
2023-03-16 01:00:00,24302.92000000,24427.48000000,24205.71000000,24409.02000000,6.91891000
2023-03-16 02:00:00,24412.49000000,24525.16000000,24396.40000000,24456.69000000,13.20098000
2023-03-16 03:00:00,24454.38000000,24469.72000000,24314.27000000,24340.18000000,23.89119000
2023-03-16 04:00:00,24348.90000000,24394.10000000,24277.71000000,24341.34000000,7.78438000
2023-03-16 05:00:00,24350.87000000,24534.10000000,24322.81000000,24436.68000000,11.14018000
2023-03-16 06:00:00,24439.08000000,24684.72000000,24432.73000000,24653.13000000,11.08586000
